,theme,vector
177,메트포르민,"[-19898.25776182 -16502.44795782  -8579.91920582   2385.33844074
   7785.13302683   1863.97459888 -10536.20508014 -14883.02546968
  -4149.67681402 -14325.12717175   1922.39484513  -8566.46383285
  17601.11709238  14756.66509098  -8730.94416657   4844.07375019
   -957.06833279  -8080.18926079  18791.91802449   2989.84246557
   4854.65247075  -2668.16113486  -5808.39746966   8767.37200933
   1632.90178308   -235.03272662  -6029.95533975    261.61028975
  21866.08798305   -826.27130541 -11451.74631575   2554.32150793
  18788.85476135  -5613.75245043   4911.51813275   2687.03301505
  -4512.44204576  10733.53160401   3694.15401384   9535.28464977
   3754.5457669  -12000.73021011  29705.33936223   2038.39877918
 -10569.79103991   8130.71059881 -21268.1571237    2831.52417149
  13726.35127383   1184.36611491  22365.36407856  -1078.49779441
 -15326.58307942   2042.98134386  11927.29574415   1147.19233645
  -1042.66846493  -1107.2590901   -9595.05636757 -19664.85707015
  16775.8426213  -12892.38693275  -5228.70156689   1869.18010811
 -11950.07201785  13303.98416032  -4825.69307363  -8884.18957962
  -8558.3497151    2587.33248782  10648.35057939   6839.51063034
  -1348.58186878  18150.76491888  18226.23135126  18564.57675936
  -6297.48918519  22623.17245557 -16518.96635694  -3407.62549998
 -16471.07635621 -12391.30980768   -820.82612718   1291.72298453
  18277.21822905    629.18342262 -26132.06871128 -11063.56050164
  -3737.94760555   1985.95435254  14409.28286185 -10726.46851926
  -6485.38740399  -6446.61510553  -7369.25646981   9858.49351934
  15066.64031677   6444.9932722     309.33882687 -11646.29393846]"
178,애플,"[ -7020.77159622 -20567.61625076  11201.94429631  17550.04828654
  -5883.19463672 -16509.89162493   8827.16039737  -5466.98987586
 -18356.16329726 -19152.89497764  10674.45235601   7143.0699596
   3411.67746992  15443.96586536 -12266.79627197  12670.28487975
  18594.03267749 -12548.42962143  24259.61016963  15570.20845151
  -6420.78549666  17734.69434318    683.81092938 -11713.46132414
  -1325.79541387  -6162.52106261 -16960.26788438   3628.8383669
   -282.25447908  -2966.35983464   3194.94903788   3193.78762676
   7924.11933873  -4241.44583076  17031.24744261   1165.68521313
   5466.33296663   1460.29814159  -7850.16838974   3627.91171471
 -14504.2755356   -8217.84025206  12016.26743643  -6836.5013734
   2332.95311383   2769.84770786 -13935.95924941   4571.71692785
  19089.30056219  -1701.79746235   5643.47513754  -3838.35063694
  -1849.08065853  -9709.35863054  -4878.38626151   2089.34274009
  12032.83279129   8173.23316853  13772.40688091 -22304.80129717
  -5503.59319399 -18007.22164979   3345.84462123   -632.18533911
 -22952.54893212  33472.11257933  -4793.42121958   1561.54339228
  12153.62398833  -7911.6002547   -9013.21009118 -11085.04429781
   2172.30992719  29448.20304971  21256.80506596   -583.23425998
 -28734.30967515   3636.74629943   9500.99453798   2647.59379056
 -15430.96735686  -3794.50221359  -6010.40671135  -8277.37516377
  21720.53415927   4451.23080881 -21024.49127927 -16115.97481866
 -14199.50821178  15014.0668984    8955.42325862 -19443.11748766
  -5418.62971988    239.58414935   1645.98881691  -2129.71308259
   7707.52243156  11497.86860628  -4079.41737293  -1066.3129859 ]"
179,닭,"[ -4287.24262355 -11894.92034535   4943.73409669    561.46818258
   3617.39980768  -4677.39570374  -5666.94135864 -13809.06519566
  -7768.06888321   1122.39770747  -2641.69886454    -57.01974146
   4104.18752637   8625.32597019  -2949.07063654    579.85117677
   3793.03400439  -1962.48805537   8760.40182559   4815.32807258
  -4132.7760092    9196.98005183  -3116.14138326   -434.02917825
   1873.99577081  -1697.53277712  -4937.22258409   9084.98025816
   3884.10943706  -3205.96212336    314.81112617   1095.06303792
   2401.20273856   3179.38511153  14437.0564686   -1437.2131271
    -78.03486664   3819.95143288   6883.20811211   3310.65620913
  -8147.07966427  -4683.57168267  14913.08168668  -2074.0573214
  -1978.93239359   1764.73040462  -5130.76834324   4438.20301811
   2449.69580176   3373.6581596    5868.44276294  -9638.36093373
  -2050.98132349  -1938.452914      198.25396829   2102.14785031
   2896.33194389   4372.32503786   3820.07956429 -13463.16722208
  -3023.62034696  -7230.03379127   2438.22352195  -1625.12692046
 -10115.982362    16091.79657046  -4815.41697977  -5533.9600738
   5552.67513766   -482.69195729  -1499.51883131  -1715.21162327
    218.55151582   9999.69658872  12381.6020028   -2361.72504752
 -10388.71653186   5008.96293054   -698.27256657    219.63711941
  -9022.17380854  -6343.60645097  -5388.42092373   -120.45286527
   6624.4983231    -363.35290035 -10377.82356974  -9416.25658406
  -2111.92542459  13422.05110246   6260.91315469 -14771.33972069
   2322.26336073   -601.19681428  -3897.00233902   3103.36186068
   4234.71964886   3270.51383768  -3678.75138483   -943.35704911]"
180,드론,"[ -3552.25784987 -18144.44862823   5850.01336956  20672.75337657
   4430.27474389   9066.13037908   1144.16443323 -14444.12059601
  -2425.73931931   7457.79939086  11288.62615483   7320.40390058
   3898.1670712    5851.4998919   -2102.0711302   13922.16142295
   1162.07370637  -4315.08591917  12892.96070901   7733.07089049
  -3002.14233749    852.19480528  -7230.75742891   5353.49898196
  14869.01696461  -7338.74202848    553.03306783   -375.49500574
  12891.88362216  -2597.16301266   7567.66118979  -3901.20105808
  12975.9146863   -4010.54245142   5925.8205786   -3040.8527666
   5448.34406953  -2110.79968333  -4831.39142874  14467.27241478
 -18604.44129892   -623.31680969   4996.29577952 -10928.27603215
   6667.75917036  11814.05102342 -13047.34903584   5029.58256875
   3600.05408572    522.47351631   -891.05659327  -4793.70953676
   4536.94070291  -5146.28417164   -658.73054841   2926.78769789
  11501.51671501  -5557.94562464   1598.42956204 -22797.98093792
  -4039.49441114 -21075.40196767  -6673.78628253  -6745.78043834
  -3346.25477631  13555.78445909   3736.03930309  -4562.43203314
  13270.92043941  -1380.75829247    216.67635996 -11790.47959423
  -1610.13378456  11243.98546477  12738.98471579  -5141.08350622
  -9152.61259824  -1357.95410323  11620.92476868   1283.63824071
  -4263.81096739   1162.59382015 -11372.89915104   6147.27259878
    990.755401    -1828.72223439 -12285.35866695 -13049.98438829
  -6374.49378918   6892.92084451   6903.02198354  -9075.69864706
   6445.74888911  -5210.97358121   2297.43452769   5198.00673567
   5471.15590823   6235.59598213  -1067.093669    -5029.41586899]"
181,QR코드,"[ -4962.09920587 -16121.87785356   3322.41944411  16293.81090569
  -3340.82006073  -1116.38397157  -5822.65237483 -12891.87173885
   7000.13973056    486.53618996   5765.37085066  -1541.21965769
  -3470.31063633   4618.86710053   1929.04022166  19586.37854553
    609.6099543  -12952.14907279  13378.11739973   1173.5234858
   1921.42119397  -8895.85184588 -14256.64385928   -859.76133115
   9965.30938047  -2948.72689315  -3917.2570702   -2940.09362428
  16077.91198998  -3620.11302806   3949.75481677   2023.41080273
  15898.31362685    545.17561212  11633.0867109    5376.66548532
   2241.09569493  13558.85619204  10442.32660309  11795.33301234
 -26450.80266552  -3810.76934487   3306.81480863   4278.13962409
  -8239.50740016  14409.15460752 -21210.73365241   2995.27559081
  12744.92983014   4183.79856278   9464.05095726   8570.66444539
  -1465.50829636  -7587.36210921  -3580.3384228   11938.58184665
  17931.77223637   5690.89260064  -2217.01297048 -20184.05129414
  -4171.214006   -15016.56337612   2131.05784274  -9927.79252939
 -16149.87610282   6973.26698231    -30.88155114   2099.06168206
  14129.72092125    983.18048813  -3273.6904801   -6193.83217744
  -4093.53540845  13825.58757377   7094.74920806   3006.85141796
   1476.73809096  -3151.49259073   6195.94416403  -4692.67830696
  -9553.90846832  -7832.99872674    587.24219948  -6378.65944914
   6750.12466821   5203.75278096 -20492.19098977  -2285.44994865
   -487.03350432  11626.120123     3812.42390233  -8476.02684105
   6852.83019129  -7254.03672348    573.12529235  -5216.37558409
  13254.43028848  -2325.3773977   -6424.4039241  -16847.30204099]"
182,재생에너지,"[ -8989.23820261 -23955.15731255   8161.61054067  27555.85336186
  14868.39564861  15721.39955642   4405.96207587 -26222.02740591
   6087.91259648  16237.06778461  20203.31210987   7122.77071688
  12177.32533573  13343.51599766 -12169.82866456   3024.15194292
   9231.0779362    2532.12594963  24852.80745557   8196.40920187
   -254.97605545  -5245.69589636   1829.76558947  -6601.49688542
    191.46653227   3562.32966353 -10864.67757501  12483.30832575
  22856.93395999 -22915.56146349   5225.15339834   3159.92227268
   6039.7617686   -9161.54258857   4457.40690393 -11715.24104661
  21801.71123547  -9445.24742033   1567.32368051  18068.96308695
 -20355.0731663    3364.98194386  18684.99298293 -15833.56910631
  10376.51699215  26938.43673252 -22511.16528441   8621.02156098
  -9097.21491582 -15295.18581414  12732.38918715 -14675.81563449
   4875.19289268   -459.8822742   -1401.73712552   9202.14671822
   7136.83937784  -7077.0425019   12461.88436652 -20801.86542154
   6492.8911833  -28238.12240559  -1088.98763232 -14685.50423272
  -2392.61787929  26687.47167747  10424.46778835   4031.19717563
  11217.64646528   2927.90891029  -6628.37666352 -17730.29642403
    242.39144424  18368.04759     22952.45560209  -4505.2756793
 -12963.02642626   6478.50489643  11874.17472516   1866.83898932
 -12611.72900763  -2950.6448792  -16499.93235433   6275.31674728
  -2598.62821252    161.35516761  -3592.9797067  -34092.37183434
  -4631.3924604   14896.81457138  17908.33986548  -8573.27031577
   9328.54555029  -3114.56301617 -12451.86754283   7815.27395845
   6244.55943484  15135.73341411  -2823.98485967  10443.00315973]"
183,우주선,"[   298.41656305 -16835.11771586  -5283.58169512  22863.73481014
  -2634.77251776  -3371.98111392   5324.09253138 -13998.41926184
  -3134.46221717 -17708.84948625   2839.18221795  14006.29087243
   1168.31339533    -38.2347151    -232.24646126   2285.91669551
    377.94068941   1211.55353026  17107.45336313   3932.99094121
   3959.60921097   5279.92375608  -8643.7572428    7565.62107946
   7028.69326576   4710.98664542 -17350.08845878   3769.63117706
   5455.91065587  -4168.29475015  13966.11610451   5446.17493409
  15888.76857614 -10974.08288234   6581.32383961  22364.76630115
  -1642.52668557   7697.53857961 -16996.68723488   8428.19531458
 -12374.95732023 -10678.18450388   6603.76432056 -20134.46688821
   8052.45181572  -2149.73488811  13791.48033409   -102.33573236
   3115.89099226   3707.38339797  -5436.02233704  -1337.81030778
   1427.17629142   -786.62132344  -3820.30700847  -9447.52218147
   -682.78296211 -14615.41182495   5225.2463944  -14637.71217418
   -585.94914712 -14923.01556957   5328.48509391  -2162.99124498
 -15883.50226543  15403.41009918   8314.09615854   6257.55541517
   6173.31756646    790.74680575   2901.79577922 -20296.51932512
 -12002.43045747  27217.21319948   9025.29936862 -14070.65070527
 -22632.76330354   -581.21094424  14650.72152528  13955.05830387
  -5886.75094236   3165.98084911  -5038.33154597   9211.42125462
  10241.38090053  -7263.18478927 -11028.28390395  -4812.90668893
   2597.75614974  -7141.58401025    -68.82147875  -9213.86631485
  -5131.60751359 -11457.23828065  -3754.21292042   6753.32674389
   5054.8593962   25167.60656797  11479.12434739  -2190.38346543]"
184,방산,"[ -9697.08871541 -20380.81702016  13355.51644337  16555.917
   3350.42082355  12369.36445802  -6232.27064917 -15598.75519847
  -8440.53692405   -750.5044844    4353.8225785    8855.18097083
   7129.04687882   7777.80542193  -7037.79564095   2183.52711348
   5981.66056312  -5333.42634207  19587.8924823    9736.57744967
   -568.17895991  10872.049791    -7542.34000526  -3418.53927704
   3778.91495505  -5567.95805827 -13066.89943281  11285.22225982
  18504.48374062  -7704.54425203   5991.64162653  -3057.26820306
   9442.59528689  -5526.64987335  -2056.83809408  -7372.33803521
  11314.94211458    619.29183798  -5969.18772381   4192.59282778
 -16008.57408223  -6549.47551201  11706.39272348 -19956.21313098
    768.31777896   8868.62063066 -14205.19554164   5609.16356282
  -5061.78069262  -5418.31970989   6018.48099179  -6984.76836346
    116.36864986  -2070.55620847  -2685.53715741   -109.42256638
   9082.09022552  -2773.7955565    6409.92875412 -17264.66904335
  -2566.39132917 -18016.42201026  -3626.60778874  -7002.53334766
 -10938.60350683  27579.75177671   4171.67103203   2438.57575003
   3333.13376875   2631.11507729  -6940.54750335  -1121.749648
   2524.88683394  15499.48885711  23091.51424263 -10970.73780974
 -28128.47009171   4171.55129092   1613.57729367   3609.18884527
 -10064.43009522    901.37883745 -12610.42077799  11015.88716973
   -853.2313507   -2742.32924626  -8783.99856952 -16205.06911185
  -4472.91217102  22989.3893626   11392.74253005  -9290.4171591
   5824.53819232  -6016.22765341    822.50069271   4649.09524523
   1337.17043872  11986.98540814   8060.8709201    6739.84917195]"
185,신재생에너지,"[ -5011.56306891 -20902.57001172   8805.73792176  25349.06612179
  15257.96539321  15020.95877184   4576.98845966 -24721.22172845
   7123.31986772  20908.91728305  19893.31465039   3491.27627788
  12665.77724014   9241.84094434  -9800.0006131    4348.2738488
  10709.91911224   -366.8529404   20932.99341255  10478.01325939
   1003.37857612  -6879.08946157   2806.75389957  -9459.86628772
    708.13695212   3254.41664088 -11400.91747482  12708.69339904
  18670.34229306 -21876.97105459   9446.80748644   1261.49366309
   2287.94936116  -6539.33977241   3682.54301489 -12636.8957669
  19475.40763608  -7768.36862596   2317.9914231   15870.54026587
 -17877.68447012   5550.22547299  14417.3835629  -17513.89740678
   9036.161875    22086.95124524 -17616.38238665   9685.13870526
 -11910.73937557 -15104.87064532   9518.06896207 -16147.20198371
   9263.35050221  -1576.69568952  -2701.06977904  11822.66623685
   9568.00499931  -6769.66830839  11896.37740855 -16006.88085914
   5012.35871352 -24221.38585106  -1839.37217536  -8030.91236411
   -897.01900215  23912.40672671   8493.39010119   3171.69024235
  12363.57238488   1727.4453908   -7237.46601923 -13867.64694601
   2153.14624892  16881.97540502  19697.9133634   -3610.87539567
  -9783.21202438   5297.44515866  14866.50502019   2406.00296429
 -14096.21796045     58.08912283 -13786.69567765   1031.37281239
  -6435.3610563     540.92796947   -543.45432289 -29171.2138481
  -4369.05376762  13438.69557161  14741.45160934  -9062.04235285
   7410.66868906  -4663.63511235 -12989.87893386   5854.11380966
   1533.19062415  17145.13877661   -789.96337939  11057.39098091]"
186,괴질,"[-1.82827756e+04 -1.08799784e+04 -1.20465650e+01 -2.70068842e+03
  4.12888928e+03  9.46001075e+03 -6.66689210e+03 -7.45943851e+03
  2.11672393e+03 -1.22014448e+04 -7.29346145e+03  7.19123923e+03
  6.72566777e+03  8.16153869e+03 -3.25841512e+03  1.37858575e+04
 -2.35487777e+03  1.16464516e+03  1.26933316e+04  1.93631207e+03
  8.44828372e+03 -6.34861768e+03 -1.51318812e+04  1.54433750e+04
  2.36770107e+03 -1.22334715e+04 -3.69192488e+03  8.62736290e+03
  2.11375532e+04 -8.49765128e+03 -5.94114647e+03 -7.58663270e+02
  3.45720824e+04 -4.48414567e+03  6.50957199e+03  8.78722920e+03
  8.99261150e+01  2.21563321e+04  1.40108313e+04  1.38160556e+04
 -8.26421875e+03 -9.99134047e+03  1.99790601e+04 -5.71463923e+03
 -1.84469502e+04 -4.39407793e+03 -1.41580329e+04 -6.15811935e+03
  1.28089443e+04  7.15153578e+03  1.17325198e+04  1.65471298e+04
 -1.36039140e+04  5.51413728e+02  7.28360305e+03 -2.86502362e+03
  5.86558884e+03 -1.02617765e+04  5.71940823e+03 -1.79951307e+04
  1.44828312e+04 -5.63792245e+03  1.35069625e+03 -4.83673438e+03
 -1.33957711e+04 -4.14383623e+03 -2.72473233e+03  2.53983199e+03
 -1.73976480e+04  5.84975782e+03  9.08189786e+03 -5.87341226e+03
 -8.83933596e+03  1.36632210e+04  1.15495809e+04  9.42333876e+03
 -1.32611937e+04  1.62806312e+04 -2.15733233e+04 -3.35129530e+03
 -1.51535775e+04 -1.65257449e+04  1.38825483e+04  1.63901443e+04
  1.21485316e+04  4.18821961e+03 -2.20459874e+04  2.10018450e+03
 -5.92414638e+03 -6.01010361e+02  4.85123815e+03 -1.70985695e+04
  6.84546196e+03 -3.10688648e+03 -3.32349303e+03  1.06674973e+03
  1.78381825e+04  2.35836088e+03 -1.83707946e+03 -2.03672735e+04]"
187,디지털화폐,"[-17683.73326801 -10974.72620852  13583.98690441  28201.5153118
    250.92170413  -1832.50688822   2595.58506253 -16636.85074806
 -17096.13315733  -8705.2667355   14187.51518948   6633.5841351
  -2365.78819846   9666.08152311 -16573.31370854  28327.91188245
   6896.21029661  -8363.87769987  20732.82194835  16757.39495488
   1558.14224387   -846.42943537  -1606.02149738 -10866.93954409
  22049.28057263   -297.4869842    -330.90229344   6879.07202687
  13483.76506548  -9814.20621324  10239.91585217   2607.23640378
  16115.81820085  -2658.41550294  -8557.1481226   -5655.93370416
  14193.79117375   4911.12998218   -748.61691797   3712.89455507
 -22937.72966801  -6388.36752111  22499.83287132 -17815.87463383
  -5421.01378097  26195.26473415 -18281.66743511   2039.70812143
   3892.1097748   -5786.97645624   3583.59145982    -48.21393195
  -1153.14810655  -1858.73475846  -4258.28960703  15611.65994964
  25802.07073129   6438.9303757    6135.83856636 -23829.38378726
  -2936.2703119  -24707.36477741   5972.46115221  -7146.24025803
 -36395.73420631  31455.09550452  -3509.78381494  -1279.78575139
   5809.07690631    837.447679    -9318.17513154 -16487.96183006
  11674.07373606  23328.43700407  20212.17449061  -3147.20917556
 -26477.17081032  -1025.20129933  14551.53717868   1808.53459853
 -27407.31448945 -17332.1542687  -10424.83629111  -2620.34173545
  14381.7126042    3762.66207498 -35496.14642456 -22874.30085539
  -9802.316863    15051.29970622   7338.5044934  -20005.8434891
   5901.36724404    213.80188699   2943.56581314   8655.00195127
  -1345.47868979  10895.40051052   2883.86061023  -3743.07219832]"
188,그린뉴딜,"[-10586.89030242 -11287.36540687  16802.14869987  32632.0803223
  14064.64833601  18623.64540601   1201.414074    -9434.83315897
   -573.05394494   8886.24696385   9169.95781027   9767.28979036
  10933.92023361   9439.95744125 -12111.79692128  10204.95481444
   5180.53631194   3697.87756739  20001.68785851   4477.82645522
  -8583.36158871  -5551.98190716  -6543.74288941  -1050.95024772
   7315.19895272   1869.16841356  -6042.98483104   7608.10907728
  25899.5629377  -19226.8835477   16197.40444461   2276.32128351
  11035.1530589   -1479.76247453   3246.53797378 -16828.24199081
  20617.12626177 -14043.43122848  11493.91790433  17816.72090576
 -19174.76902892   -101.99635376  16432.85371448 -28105.27133392
   8548.81191541  25316.41698834 -20267.86694528   2374.3862614
 -24156.22663456  -7534.70347351   1942.55432908 -12614.81731608
   7205.62523707   1617.16795123   -611.64495363  11264.55581582
  19917.35396371  -4866.03296068  13051.78720712 -21623.72705869
   6405.50053905 -15217.58589333  -9177.68932324  -9132.46044833
  -7819.66568486  23957.72545809   3992.65369227  10741.65448706
    474.00268555   1044.75323435  -5578.4405069  -17651.64361403
  -1252.48472895  17887.52585046  24967.4724541   -7130.54758549
 -12511.14137161   3713.13138336   6207.28158923    190.4024794
 -15157.27588425  -8811.04131935 -18204.243879     8123.57154994
  -8053.87005929  -4911.18024236  -5520.60685899 -25847.60900656
 -10735.0617309   23280.35221951   3134.42883183 -12241.90755933
  15141.56836566   2086.16118039   1902.91946819   4455.27689255
    392.79417706  21276.94236999   8586.84368971   9895.61890203]"
